4957216,-74,4,16700,14,24,-2,-51,1,8345,0,1,-1
4977204,-90,14,16714,14,25,-3,-43,2,8345,0,1,-1
4997192,-102,-50,16700,15,25,-4,-48,-1,8345,0,1,-1
5017180,-92,14,16772,15,24,-3,-49,-6,8346,0,1,-1
5037176,-70,-26,16754,15,26,-4,-49,-3,8357,0,1,-1
5057164,-132,8,16722,14,25,-4,-49,-5,8363,0,1,-1
5077196,-62,-12,16744,15,25,-4,-51,-7,8352,0,1,-1
5097136,-132,-32,16708,14,25,-4,-48,-4,8357,0,1,-1
5117112,-62,-14,16712,15,25,-4,-54,-7,8357,0,1,-1
5137124,-100,28,16688,15,24,-4,-45,-4,8358,0,1,-1
5157096,-86,14,16712,15,25,-3,-41,1,8357,0,1,-1
5177104,-76,-20,16640,15,25,-3,-40,-6,8353,0,1,-1
5197092,-124,-30,16734,15,26,-3,-46,-6,8347,0,1,-1
5217088,-58,22,16762,15,25,-4,-45,-10,8354,0,1,-1
5237068,-140,18,16700,15,25,-3,-43,-1,8350,0,1,-1
5257064,-90,-56,16684,15,25,-4,-52,6,8354,0,1,-1
5277104,-100,-22,16700,15,24,-3,-54,0,8348,0,1,-1
5297044,-118,6,16662,15,24,-3,-52,-6,8352,0,1,-1
5317044,-80,-6,16698,14,25,-3,-49,-5,8352,0,1,-1
5337040,-90,12,16730,15,24,-4,-47,-3,8350,0,1,-1
5357016,-52,-30,16740,14,24,-4,-50,-3,8344,0,1,-1
5377020,-112,-16,16710,15,26,-3,-39,-5,8349,0,1,-1
5397020,-156,22,16676,15,26,-3,-48,-4,8344,0,1,-1
5417020,-18,6,16658,15,26,-3,-48,0,8346,0,1,-1
5436992,-98,-4,16744,15,24,-4,-41,-3,8343,0,1,-1
5456984,-126,-6,16714,14,25,-4,-43,-3,8343,0,1,-1
5476972,-80,6,16688,15,25,-4,-49,-3,8341,0,1,-1
5497008,-144,-22,16718,14,25,-3,-53,-6,8349,0,1,-1
5516964,-100,0,16688,15,25,-4,-54,1,8356,0,1,-1
5536944,-114,-10,16738,14,25,-3,-58,-2,8360,0,1,-1
5556936,-114,-2,16690,15,25,-3,-56,-1,8361,0,1,-1
5576904,-28,16,16666,14,25,-4,-51,-4,8351,0,1,-1
5596928,-124,0,16720,15,25,-3,-42,-1,8358,0,1,-1
5616888,-76,24,16660,15,25,-4,-42,-3,8358,0,1,-1
5636896,-148,-14,16632,16,24,-2,-43,-1,8348,0,1,-1
5656880,-124,14,16768,15,26,-3,-48,-4,8339,0,1,-1
5676884,-126,-2,16716,15,25,-3,-51,-3,8353,0,1,-1
5696888,-104,4,16706,15,26,-4,-55,-4,8352,0,1,-1
5716852,-110,-20,16708,15,25,-3,-49,-3,8347,0,1,-1
5736848,-84,0,16688,15,24,-4,-52,-2,8353,0,1,-1
5756844,-134,-26,16734,15,24,-3,-49,-5,8357,0,1,-1
5776820,-68,-10,16764,15,26,-4,-53,-10,8356,0,1,-1
5796844,-130,-30,16652,14,24,-3,-50,-11,8355,0,1,-1
5816820,-100,-2,16746,15,25,-3,-45,-6,8346,0,1,-1
5836836,-104,-12,16654,16,25,-3,-52,-2,8353,0,1,-1
5856804,-102,-8,16710,14,24,-3,-53,-3,8353,0,1,-1
5876800,-36,10,16666,15,25,-3,-47,-3,8358,0,1,-1
5896828,-102,-26,16712,15,25,-3,-45,0,8350,0,1,-1
5916784,-102,-10,16732,14,25,-3,-46,-3,8358,0,1,-1
5936772,-134,-16,16696,15,25,-4,-50,-2,8355,0,1,-1
5956756,-108,-10,16724,16,24,-3,-48,-1,8349,0,1,-1
5976744,-88,-2,16706,15,25,-4,-43,-2,8347,0,1,-1
5996728,-140,-12,16750,14,25,-3,-46,-2,8354,0,1,-1
6016748,-56,8,16720,15,26,-4,-49,1,8360,0,1,-1
6036724,-82,-28,16728,15,25,-4,-49,-3,8355,0,1,-1
6056708,-82,18,16724,13,24,-3,-56,-7,8355,0,1,-1
6076696,-58,20,16662,15,25,-3,-49,-4,8356,0,1,-1
6096732,-114,-14,16700,15,24,-4,-45,1,8354,0,1,-1
6116668,-76,-18,16710,15,24,-4,-47,-3,8344,0,1,-1
6136676,-84,-16,16684,14,25,-2,-50,-1,8351,0,1,-1
6156668,-154,6,16690,14,24,-3,-50,-3,8356,0,1,-1
6176664,-46,22,16748,15,26,-5,-44,0,8357,0,1,-1
6196660,-88,10,16692,15,24,-4,-43,0,8357,0,1,-1
6216656,-78,-6,16730,13,25,-3,-42,-2,8361,0,1,-1
6236632,-96,8,16702,15,25,-1,-45,-2,8359,0,1,-1
6256636,-130,-12,16722,14,25,-3,-49,-5,8357,0,1,-1
6276624,-86,36,16744,15,25,-4,-51,-3,8354,0,1,-1
6296668,-100,-46,16650,14,25,-3,-55,2,8348,0,1,-1
6316604,-42,28,16712,14,26,-3,-50,-1,8345,0,1,-1
6336600,-100,-34,16654,14,25,-3,-52,3,8343,0,1,-1
6356576,-84,6,16712,15,25,-4,-52,-2,8345,0,1,-1
6376576,-88,0,16662,15,24,-4,-51,0,8351,0,1,-1
6396576,-96,-14,16748,14,25,-4,-53,-2,8347,0,1,-1
6416552,-84,-12,16674,15,25,-3,-51,-7,8352,0,1,-1
6436548,-104,-22,16720,15,24,-4,-55,-8,8356,0,1,-1
6456528,-106,-32,16754,15,26,-4,-56,-11,8351,0,1,-1
6476528,-12,28,16698,15,25,-3,-44,-7,8352,0,1,-1
6496552,-80,-34,16700,14,25,-4,-41,-7,8347,0,1,-1
6516496,-96,0,16762,14,25,-5,-42,-9,8352,0,1,-1
6536492,-72,-24,16674,15,24,-3,-45,-4,8351,0,1,-1
6556500,-112,-22,16648,15,25,-3,-49,-4,8349,0,1,-1
6576488,-72,-44,16700,15,26,-5,-44,-5,8340,0,1,-1
6596468,-94,-18,16688,15,25,-4,-46,-7,8351,0,1,-1
6616460,-94,-30,16698,14,25,-3,-47,-6,8353,0,1,-1
6636456,-140,-10,16658,14,26,-4,-46,-9,8348,0,1,-1
6656452,-74,-12,16674,14,24,-3,-54,-7,8344,0,1,-1
6676460,-52,-38,16700,15,25,-4,-51,-4,8346,0,1,-1
6696484,-142,-32,16612,14,25,-3,-52,-9,8349,0,1,-1
6716444,-106,4,16728,16,25,-4,-53,-9,8339,0,1,-1
6736420,-62,-12,16682,14,25,-3,-57,-3,8345,0,1,-1
6756420,-100,-24,16720,15,25,-3,-55,-4,8345,0,1,-1
6776400,-94,-14,16688,15,25,-3,-53,-4,8345,0,1,-1
6796404,-118,-44,16612,15,25,-3,-51,-5,8344,0,1,-1
6816392,-86,-10,16766,14,25,-3,-54,-11,8340,0,1,-1
6836364,-88,-8,16782,14,25,-4,-55,-6,8352,0,1,-1
6856364,-140,-24,16720,15,24,-2,-50,-2,8351,0,1,-1
6876344,-84,-32,16704,15,25,-3,-47,1,8344,0,1,-1
6896384,-82,-16,16668,15,25,-4,-47,-1,8347,0,1,-1
6916324,-88,32,16656,15,25,-2,-45,-5,8351,0,1,-1
6936344,-82,12,16652,14,25,-3,-45,1,8344,0,1,-1
6956324,-70,26,16580,15,25,-3,-48,2,8342,0,1,-1
6976312,-56,-40,16670,15,24,-3,-42,1,8332,0,1,-1
6996296,-102,20,16672,15,24,-4,-44,-7,8341,0,1,-1
7016284,-122,2,16758,14,25,-3,-46,-2,8343,0,1,-1
7036300,-104,-18,16674,14,25,-4,-51,-2,8352,0,1,-1
7056276,-88,-14,16696,15,26,-4,-54,-2,8346,0,1,-1
7076264,-86,6,16726,15,25,-5,-45,-2,8350,0,1,-1
7096308,-134,-6,16654,15,26,-3,-49,1,8353,0,1,-1
7116248,-96,6,16742,14,24,-4,-50,-2,8343,0,1,-1
7136268,-100,-8,16678,14,26,-4,-55,-3,8348,0,1,-1
7156244,-174,-14,16712,15,26,-2,-54,-5,8342,0,1,-1
7176252,-70,-16,16766,14,25,-4,-59,-2,8344,0,1,-1
7196224,-100,-16,16738,15,25,-4,-56,-7,8354,0,1,-1
7216220,-66,-26,16682,15,26,-4,-51,-7,8359,0,1,-1
7236204,-134,-20,16680,15,25,-3,-51,-5,8355,0,1,-1
7256192,-120,-42,16648,15,25,-2,-59,-1,8351,0,1,-1
7276192,-88,6,16698,14,25,-4,-54,-6,8346,0,1,-1
7296220,-120,4,16682,14,26,-3,-50,-3,8351,0,1,-1
7316164,-128,-10,16678,14,25,-4,-45,-6,8344,0,1,-1
7336136,-80,38,16678,15,25,-3,-52,-4,8340,0,1,-1
7356160,-140,30,16698,14,25,-3,-53,-1,8344,0,1,-1
7376144,-58,6,16714,15,25,-3,-48,1,8340,0,1,-1
7396116,-96,48,16694,14,25,-3,-48,-2,8340,0,1,-1
7416112,-122,4,16714,14,25,-4,-51,4,8343,0,1,-1
7436124,-92,0,16708,15,26,-3,-48,-1,8345,0,1,-1
7456108,-114,4,16728,14,25,-3,-50,4,8343,0,1,-1
7476088,-40,-16,16720,14,25,-4,-49,6,8347,0,1,-1
7496080,-106,-28,16656,14,25,-3,-44,-3,8344,0,1,-1
7516140,-112,-8,16678,14,25,-3,-50,-5,8337,0,1,-1
7536072,-88,-14,16628,15,25,-3,-50,-1,8336,0,1,-1
7556072,-104,-28,16696,15,25,-3,-51,-3,8333,0,1,-1
7576064,-42,18,16684,15,26,-3,-53,-3,8336,0,1,-1
7596064,-84,4,16688,15,26,-2,-49,-2,8348,0,1,-1
7616052,-80,0,16666,15,26,-3,-47,-2,8347,0,1,-1
7636048,-96,30,16682,15,24,-3,-46,-2,8343,0,1,-1
7656016,-134,14,16668,15,25,-3,-46,1,8339,0,1,-1
7676020,-78,36,16728,14,26,-2,-48,1,8338,0,1,-1
7696012,-100,-22,16664,15,24,-3,-50,1,8342,0,1,-1
7716000,-92,10,16718,15,25,-2,-53,-4,8333,0,1,-1
7735984,-30,12,16654,16,25,-2,-48,0,8345,0,1,-1
7755964,-78,-32,16700,15,26,-4,-39,-1,8343,0,1,-1
7775980,-36,24,16646,15,26,-4,-39,-3,8348,0,1,-1
7795968,-130,10,16654,15,24,-1,-38,-5,8348,0,1,-1
7815948,-116,-2,16762,14,25,-4,-41,-1,8333,0,1,-1
7835944,-64,0,16646,15,24,-4,-44,-7,8340,0,1,-1
7855908,-118,-22,16704,14,24,-3,-44,-6,8339,0,1,-1
7875920,-76,-44,16664,15,26,-4,-43,-5,8347,0,1,-1
7895916,-74,-4,16678,15,25,-2,-44,-7,8342,0,1,-1
7915956,-120,-16,16708,15,24,-3,-38,-3,8344,0,1,-1
7935896,-60,-38,16636,16,25,-4,-42,-1,8340,0,1,-1
7955888,-108,-14,16692,14,25,-3,-44,-10,8336,0,1,-1
7975892,-112,16,16736,15,24,-4,-43,-10,8335,0,1,-1
7995864,-88,0,16736,15,24,-3,-43,-6,8338,0,1,-1
8015880,-108,-20,16654,15,26,-4,-49,-2,8343,0,1,-1
8035860,-74,-28,16674,15,26,-3,-50,-4,8337,0,1,-1
8055868,-134,-2,16654,15,25,-4,-50,-8,8333,0,1,-1
8075836,-48,16,16688,14,25,-3,-46,-3,8330,0,1,-1
8095832,-114,-26,16666,15,25,-2,-47,3,8336,0,1,-1
8115836,-62,8,16684,15,26,-2,-46,-3,8341,0,1,-1
8135816,-56,-4,16722,14,25,-4,-40,-4,8337,0,1,-1
8155800,-118,22,16694,15,24,-2,-44,-3,8349,0,1,-1
8175792,-46,-18,16736,14,26,-3,-46,-2,8345,0,1,-1
8195792,-120,28,16690,15,26,-3,-45,0,8350,0,1,-1
8215760,-66,-50,16646,14,25,-4,-49,-2,8341,0,1,-1
8235772,-182,24,16618,15,26,-4,-47,-4,8336,0,1,-1
8255748,-104,-24,16658,15,27,-4,-54,-2,8343,0,1,-1
8275736,-84,12,16636,15,25,-3,-51,-4,8342,0,1,-1
8295732,-110,42,16618,14,25,-4,-50,2,8330,0,1,-1
8315780,-128,20,16724,16,24,-2,-54,2,8334,0,1,-1
8335720,-136,16,16704,14,24,-3,-51,7,8343,0,1,-1
8355716,-66,2,16668,15,25,-4,-59,2,8351,0,1,-1
8375716,-78,-28,16714,14,26,-3,-48,-1,8348,0,1,-1
8395700,-70,-26,16696,14,25,-4,-49,-3,8346,0,1,-1
8415684,-98,-14,16716,15,25,-3,-47,-12,8344,0,1,-1
8435700,-82,-26,16644,14,24,-4,-45,-11,8340,0,1,-1
8455672,-110,-40,16710,15,26,-3,-46,-11,8337,0,1,-1
8475684,-98,0,16642,15,25,-3,-46,-10,8345,0,1,-1
8495668,-80,-6,16658,16,25,-3,-45,-5,8336,0,1,-1
8515704,-90,34,16642,15,26,-3,-45,-3,8339,0,1,-1
8535644,-44,-6,16594,15,26,-3,-52,0,8329,0,1,-1
8555636,-120,-36,16612,15,25,-4,-46,-5,8333,0,1,-1
8575628,-68,12,16666,15,25,-3,-44,-6,8330,0,1,-1
8595608,-120,-18,16708,14,25,-3,-48,-5,8334,0,1,-1
8615600,-102,16,16704,15,25,-3,-51,-2,8336,0,1,-1
8635576,-62,40,16748,15,25,-3,-49,1,8346,0,1,-1
8655580,-118,-32,16766,15,24,-2,-48,2,8337,0,1,-1
8675588,-108,-8,16686,14,25,-3,-45,1,8345,0,1,-1
8695564,-116,-2,16720,15,26,-1,-51,-1,8348,0,1,-1
8715600,-132,16,16700,15,25,-3,-57,0,8345,0,1,-1
8735536,-114,24,16652,15,25,-1,-54,2,8351,0,1,-1
8755552,-146,-20,16740,15,26,-3,-57,-4,8349,0,1,-1
8775532,-86,-4,16730,14,26,-4,-59,-7,8356,0,1,-1
8795516,-110,24,16702,14,25,-4,-59,-3,8352,0,1,-1
8815528,-138,-34,16728,14,24,-4,-57,5,8345,0,1,-1
8835520,-66,12,16638,14,26,-3,-53,0,8348,0,1,-1
8855504,-94,-20,16760,14,25,-3,-51,-1,8336,0,1,-1
8875496,-82,-26,16638,14,25,-3,-51,-4,8346,0,1,-1
8895496,-62,14,16720,14,26,-3,-48,-1,8340,0,1,-1
8915520,-138,10,16732,14,24,-4,-50,-1,8349,0,1,-1
8935484,-74,-4,16688,15,25,-4,-49,-2,8346,0,1,-1
8955464,-96,20,16650,14,25,-3,-50,-2,8345,0,1,-1
8975464,-84,0,16672,14,25,-3,-48,-3,8341,0,1,-1
8995440,-106,8,16726,14,25,-3,-47,-4,8340,0,1,-1
9015432,-92,16,16708,15,25,-3,-51,-4,8349,0,1,-1
9035432,-26,20,16658,14,25,-3,-46,-1,8347,0,1,-1
9055416,-114,18,16614,15,25,-3,-44,4,8335,0,1,-1
9075404,-114,28,16690,14,25,-3,-46,6,8330,0,1,-1
9095392,-84,32,16736,14,25,-3,-47,9,8339,0,1,-1
9115392,-84,-44,16688,14,25,-3,-46,8,8350,0,1,-1
9135440,-132,4,16700,14,25,-3,-42,3,8348,0,1,-1
9155360,-116,-6,16684,15,25,-4,-49,1,8348,0,1,-1
9175356,-62,4,16696,16,25,-2,-52,1,8348,0,1,-1
9195364,-52,-46,16634,14,26,-4,-48,1,8353,0,1,-1
9215332,-112,-42,16744,14,25,-3,-45,-4,8342,0,1,-1
9235324,-46,6,16648,15,25,-3,-39,-8,8344,0,1,-1
9255332,-98,8,16642,16,24,-3,-41,-6,8338,0,1,-1
9275320,-80,-18,16660,14,25,-4,-41,-6,8340,0,1,-1
9295304,-144,-6,16662,14,25,-3,-42,-7,8338,0,1,-1
9315312,-80,10,16732,15,24,-4,-49,-5,8337,0,1,-1
9335332,-90,16,16654,14,25,-3,-42,-3,8345,0,1,-1
9355292,-140,-14,16696,14,24,-3,-48,3,8337,0,1,-1
9375288,-80,6,16750,15,25,-2,-51,1,8341,0,1,-1
9395280,-142,-36,16678,15,25,-3,-49,-3,8348,0,1,-1
9415264,-136,-10,16720,15,25,-4,-52,-5,8349,0,1,-1
9435260,-94,22,16676,15,25,-3,-59,-4,8348,0,1,-1
9455252,-106,-18,16684,15,25,-3,-63,-8,8345,0,1,-1
9475236,-86,10,16662,14,24,-3,-59,-7,8346,0,1,-1
9495228,-82,-4,16702,14,25,-4,-56,-3,8342,0,1,-1
9515212,-106,-10,16716,14,25,-3,-53,0,8346,0,1,-1
9535232,-92,-18,16676,15,24,-3,-49,-2,8345,0,1,-1
9555200,-98,18,16656,14,24,-4,-49,-5,8347,0,1,-1
9575192,-94,-18,16670,15,25,-2,-48,1,8338,0,1,-1
9595176,-84,2,16610,14,24,-3,-49,-1,8335,0,1,-1
9615160,-102,6,16660,15,25,-3,-46,-2,8331,0,1,-1
9635172,-84,-20,16678,14,26,-3,-44,2,8339,0,1,-1
9655156,-82,-34,16656,14,24,-3,-43,0,8339,0,1,-1
9675152,-58,-16,16760,15,25,-3,-43,-3,8342,0,1,-1
9695128,-60,2,16700,15,25,-2,-44,-6,8353,0,1,-1
9715136,-102,6,16746,15,24,-4,-45,-4,8352,0,1,-1
9735192,-48,-4,16662,13,24,-4,-46,1,8355,0,1,-1
9755124,-112,0,16696,14,25,-4,-42,1,8337,0,1,-1
9775116,-60,-10,16710,15,25,-2,-42,1,8335,0,1,-1
9795092,-128,2,16618,14,25,-3,-39,0,8340,0,1,-1
9815100,-112,-4,16738,14,25,-3,-46,0,8336,0,1,-1
9835088,-68,-16,16652,15,25,-4,-48,-2,8348,0,1,-1
9855088,-118,-10,16644,15,25,-4,-50,-7,8351,0,1,-1
9875060,-118,-22,16682,15,25,-3,-49,-6,8338,0,1,-1
9895040,-84,16,16644,14,26,-4,-48,-3,8336,0,1,-1
9915044,-92,20,16710,14,26,-4,-52,1,8333,0,1,-1
9935024,-42,-6,16666,15,24,-3,-49,3,8336,0,1,-1
9955072,-140,-20,16708,14,24,-4,-50,0,8332,0,1,-1
9975012,-110,-22,16664,15,24,-3,-54,-1,8340,0,1,-1
9995016,-76,18,16756,15,26,-3,-51,-4,8340,0,1,-1
10015012,-134,4,16730,15,25,-4,-54,0,8349,0,1,-1
10034992,-74,4,16696,15,25,-4,-51,0,8352,0,1,-1
10054976,-88,-30,16750,14,25,-3,-50,5,8343,0,1,-1
10074964,-66,-2,16696,14,25,-3,-50,-3,8355,0,1,-1
10094976,-96,32,16662,14,25,-3,-44,-3,8348,0,1,-1
10114948,-90,16,16746,15,25,-4,-46,1,8343,0,1,-1
10134944,-50,14,16682,14,25,-3,-43,1,8346,0,1,-1
10154972,-116,-24,16670,14,24,-4,-47,0,8346,0,1,-1
10174936,-100,-12,16722,14,26,-3,-50,-7,8344,0,1,-1
10194932,-104,-36,16708,14,25,-4,-52,-9,8345,0,1,-1
10214924,-78,-32,16690,15,24,-3,-58,-14,8348,0,1,-1
10234920,-78,20,16698,15,27,-3,-50,-16,8347,0,1,-1
10254904,-76,28,16656,14,25,-3,-52,-10,8343,0,1,-1
10274896,-106,0,16724,15,24,-2,-47,-6,8334,0,1,-1
10294884,-94,26,16700,15,24,-4,-50,-6,8344,0,1,-1
10314876,-104,8,16698,16,24,-3,-53,-2,8344,0,1,-1
10334868,-82,12,16736,14,25,-3,-46,3,8342,0,1,-1
10354876,-116,-4,16750,13,24,-3,-52,3,8347,0,1,-1
10374848,-104,-24,16704,14,25,-3,-56,1,8355,0,1,-1
10394832,-124,8,16644,14,24,-4,-53,-5,8350,0,1,-1
10414824,-76,34,16662,14,24,-3,-55,-7,8348,0,1,-1
10434820,-118,0,16666,15,25,-2,-45,-3,8341,0,1,-1
10454808,-114,-8,16650,14,24,-3,-49,2,8343,0,1,-1
10474792,-96,4,16704,14,25,-4,-51,1,8346,0,1,-1
10494788,-50,-68,16670,15,25,-3,-52,-1,8354,0,1,-1
10514792,-128,-42,16680,15,25,-4,-53,-9,8349,0,1,-1
10534772,-44,26,16698,14,25,-2,-52,-13,8340,0,1,-1
10554800,-120,16,16664,14,24,-3,-50,-8,8337,0,1,-1
10574752,-82,-22,16704,15,24,-3,-54,0,8339,0,1,-1
10594748,-68,6,16670,14,25,-3,-53,-2,8345,0,1,-1
10614756,-172,-10,16654,14,25,-3,-50,3,8344,0,1,-1
10634752,-88,14,16700,15,25,-3,-55,-1,8344,0,1,-1
10654732,-118,-26,16686,14,24,-4,-57,-4,8342,0,1,-1
10674728,-124,-18,16666,14,25,-3,-59,-1,8339,0,1,-1
10694732,-70,-12,16684,14,24,-3,-50,-2,8342,0,1,-1
10714708,-96,0,16722,14,25,-3,-50,-7,8342,0,1,-1
10734712,-88,6,16670,15,25,-4,-48,-2,8342,0,1,-1
10754744,-144,-28,16672,15,24,-3,-46,-2,8328,0,1,-1
10774676,-96,-16,16672,14,26,-3,-53,-2,8329,0,1,-1
10794668,-92,-40,16672,14,25,-4,-49,-1,8336,0,1,-1
10814648,-142,20,16668,15,25,-4,-53,-6,8333,0,1,-1
10834668,-76,48,16704,14,25,-4,-54,-5,8336,0,1,-1
10854644,-62,4,16700,14,25,-3,-51,1,8345,0,1,-1
10874636,-138,20,16664,15,25,-4,-44,-3,8348,0,1,-1
10894628,-88,16,16682,14,25,-2,-46,-1,8341,0,1,-1
10914600,-130,-30,16710,14,25,-2,-59,1,8340,0,1,-1
10934604,-120,16,16726,15,25,-4,-57,-1,8340,0,1,-1
10954616,-104,10,16660,14,25,-3,-54,-3,8343,0,1,-1
10974588,-116,14,16714,15,25,-2,-51,0,8343,0,1,-1
10994592,-76,-48,16690,14,24,-3,-52,-2,8346,0,1,-1
11014580,-112,-8,16684,14,25,-4,-49,-11,8343,0,1,-1
11034576,-68,16,16716,15,24,-3,-48,-8,8339,0,1,-1
11054556,-84,-22,16650,15,24,-4,-44,-3,8345,0,1,-1
11074568,-122,14,16668,15,25,-4,-41,-1,8342,0,1,-1
11094564,-102,16,16742,16,25,-4,-46,-2,8341,0,1,-1
11114556,-122,2,16680,14,25,-3,-54,-3,8342,0,1,-1
11134544,-94,-16,16734,13,24,-4,-56,-3,8341,0,1,-1
11154524,-80,-14,16694,14,24,-3,-56,-6,8340,0,1,-1
